0.5505 351 1000
0.5515 347 1000
0.5525 350 1000
0.5535 362 1000
0.5545 348 1000
0.5555 356 1000
0.5565 360 1000
0.5575 385 1000
0.5585 377 1000
0.5595 384 1000
0.5605 401 1000
0.5615 386 1000
0.5625 367 1000
0.5635 391 1000
0.5645 398 1000
0.5655 387 1000
0.5665 446 1000
0.5675 432 1000
0.5685 412 1000
0.5695 417 1000
0.5705 430 1000
0.5715 434 1000
0.5725 443 1000
0.5735 422 1000
0.5745 441 1000
0.5755 442 1000
0.5765 457 1000
0.5775 469 1000
0.5785 471 1000
0.5795 490 1000
0.5805 480 1000
0.5815 483 1000
0.5825 472 1000
0.5835 461 1000
0.5845 483 1000
0.5855 492 1000
0.5865 507 1000
0.5875 508 1000
0.5885 519 1000
0.5895 499 1000
0.5905 528 1000
0.5915 502 1000
0.5925 514 1000
0.5935 535 1000
0.5945 555 1000
0.5955 540 1000
0.5965 552 1000
0.5975 536 1000
0.5985 572 1000
0.5995 528 1000
0.6005 573 1000
0.6015 595 1000
0.6025 573 1000
0.6035 580 1000
0.6045 583 1000
0.6055 582 1000
0.6065 590 1000
0.6075 588 1000
0.6085 612 1000
0.6095 570 1000
0.6105 624 1000
0.6115 618 1000
0.6125 628 1000
0.6135 616 1000
0.6145 604 1000
0.6155 649 1000
0.6165 625 1000
0.6175 622 1000
0.6185 658 1000
0.6195 635 1000
0.6205 680 1000
0.6215 632 1000
0.6225 668 1000
0.6235 667 1000
0.6245 664 1000
0.6255 658 1000
0.6265 677 1000
0.6275 661 1000
0.6285 681 1000
0.6295 692 1000
0.6305 673 1000
0.6315 683 1000
0.6325 702 1000
0.6335 702 1000
0.6345 704 1000
0.6355 720 1000
0.6365 728 1000
0.6375 711 1000
0.6385 702 1000
0.6395 735 1000
0.6405 738 1000
0.6415 751 1000
0.6425 741 1000
0.6435 736 1000
0.6445 732 1000
0.6455 772 1000
0.6465 750 1000
0.6475 776 1000
0.6485 753 1000
0.6495 764 1000
