0.5505 83 1000
0.5515 100 1000
0.5525 110 1000
0.5535 130 1000
0.5545 143 1000
0.5555 150 1000
0.5565 129 1000
0.5575 137 1000
0.5585 169 1000
0.5595 176 1000
0.5605 172 1000
0.5615 183 1000
0.5625 180 1000
0.5635 213 1000
0.5645 197 1000
0.5655 189 1000
0.5665 240 1000
0.5675 264 1000
0.5685 231 1000
0.5695 259 1000
0.5705 276 1000
0.5715 280 1000
0.5725 301 1000
0.5735 277 1000
0.5745 282 1000
0.5755 324 1000
0.5765 309 1000
0.5775 333 1000
0.5785 367 1000
0.5795 387 1000
0.5805 366 1000
0.5815 394 1000
0.5825 376 1000
0.5835 408 1000
0.5845 422 1000
0.5855 410 1000
0.5865 443 1000
0.5875 469 1000
0.5885 472 1000
0.5895 469 1000
0.5905 509 1000
0.5915 488 1000
0.5925 543 1000
0.5935 543 1000
0.5945 496 1000
0.5955 549 1000
0.5965 529 1000
0.5975 544 1000
0.5985 589 1000
0.5995 609 1000
0.6005 586 1000
0.6015 611 1000
0.6025 639 1000
0.6035 654 1000
0.6045 646 1000
0.6055 676 1000
0.6065 671 1000
0.6075 690 1000
0.6085 715 1000
0.6095 712 1000
0.6105 723 1000
0.6115 731 1000
0.6125 751 1000
0.6135 726 1000
0.6145 764 1000
0.6155 758 1000
0.6165 777 1000
0.6175 782 1000
0.6185 791 1000
0.6195 807 1000
0.6205 798 1000
0.6215 818 1000
0.6225 804 1000
0.6235 832 1000
0.6245 840 1000
0.6255 854 1000
0.6265 864 1000
0.6275 850 1000
0.6285 883 1000
0.6295 890 1000
0.6305 883 1000
0.6315 895 1000
0.6325 898 1000
0.6335 914 1000
0.6345 919 1000
0.6355 914 1000
0.6365 922 1000
0.6375 913 1000
0.6385 919 1000
0.6395 931 1000
0.6405 937 1000
0.6415 948 1000
0.6425 940 1000
0.6435 933 1000
0.6445 952 1000
0.6455 949 1000
0.6465 937 1000
0.6475 957 1000
0.6485 962 1000
0.6495 962 1000
