0.5505 0 1000
0.5515 0 1000
0.5525 0 1000
0.5535 0 1000
0.5545 0 1000
0.5555 0 1000
0.5565 0 1000
0.5575 0 1000
0.5585 0 1000
0.5595 0 1000
0.5605 0 1000
0.5615 0 1000
0.5625 0 1000
0.5635 0 1000
0.5645 0 1000
0.5655 0 1000
0.5665 0 1000
0.5675 0 1000
0.5685 0 1000
0.5695 0 1000
0.5705 0 1000
0.5715 0 1000
0.5725 0 1000
0.5735 0 1000
0.5745 0 1000
0.5755 1 1000
0.5765 0 1000
0.5775 0 1000
0.5785 1 1000
0.5795 0 1000
0.5805 3 1000
0.5815 3 1000
0.5825 11 1000
0.5835 16 1000
0.5845 18 1000
0.5855 53 1000
0.5865 69 1000
0.5875 100 1000
0.5885 145 1000
0.5895 218 1000
0.5905 282 1000
0.5915 399 1000
0.5925 460 1000
0.5935 583 1000
0.5945 689 1000
0.5955 760 1000
0.5965 809 1000
0.5975 880 1000
0.5985 913 1000
0.5995 951 1000
0.6005 966 1000
0.6015 979 1000
0.6025 992 1000
0.6035 997 1000
0.6045 994 1000
0.6055 997 1000
0.6065 999 1000
0.6075 1000 1000
0.6085 1000 1000
0.6095 1000 1000
0.6105 1000 1000
0.6115 1000 1000
0.6125 1000 1000
0.6135 1000 1000
0.6145 1000 1000
0.6155 1000 1000
0.6165 1000 1000
0.6175 1000 1000
0.6185 1000 1000
0.6195 1000 1000
0.6205 1000 1000
0.6215 1000 1000
0.6225 1000 1000
0.6235 1000 1000
0.6245 1000 1000
0.6255 1000 1000
0.6265 1000 1000
0.6275 1000 1000
0.6285 1000 1000
0.6295 1000 1000
0.6305 1000 1000
0.6315 1000 1000
0.6325 1000 1000
0.6335 1000 1000
0.6345 1000 1000
0.6355 1000 1000
0.6365 1000 1000
0.6375 1000 1000
0.6385 1000 1000
0.6395 1000 1000
0.6405 1000 1000
0.6415 1000 1000
0.6425 1000 1000
0.6435 1000 1000
0.6445 1000 1000
0.6455 1000 1000
0.6465 1000 1000
0.6475 1000 1000
0.6485 1000 1000
0.6495 1000 1000
